Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"Ljubljana","10/21/2020 07:00:00",9.5,9.5,9.5,7.5,87.38,,0.0,3.1,359.0,,0.0,,,9.3,48.5,1021.9,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/21/2020 08:00:00",9.4,9.4,9.4,7.8,90.09,,4.9,4.5,267.0,8.3,0.0,,,12.3,80.1,1022.1,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/21/2020 09:00:00",12.1,12.1,12.1,8.6,79.41,,6.3,11.0,215.0,,0.0,,,15.4,77.6,1022.6,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/21/2020 10:00:00",13.0,13.0,13.0,8.6,74.85,,5.7,10.1,219.0,,0.0,,,15.4,77.2,1022.9,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/21/2020 11:00:00",14.1,14.1,14.1,8.1,67.41,,9.0,20.1,240.0,,0.0,,,18.5,87.2,1023.0,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/21/2020 12:00:00",15.0,15.0,15.0,8.6,65.81,,10.1,21.0,238.0,,0.0,,,18.5,77.6,1023.0,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/21/2020 13:00:00",16.1,16.1,16.1,8.5,61.05,,6.8,22.4,260.0,,0.0,,,18.5,58.5,1022.6,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/21/2020 14:00:00",17.0,17.0,17.0,8.6,57.78,,6.7,29.1,241.0,,0.0,,,18.5,61.0,1022.2,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/21/2020 15:00:00",17.4,17.4,17.4,7.7,52.73,,13.6,25.1,232.0,,0.0,,,24.6,58.0,1021.6,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/21/2020 16:00:00",17.4,17.4,17.4,7.6,52.47,,7.0,22.4,248.0,,0.0,,,6.2,0.6,1021.2,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/21/2020 17:00:00",16.2,16.2,16.2,6.9,53.87,,9.0,24.6,250.0,,0.0,,,24.6,48.5,1021.9,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/21/2020 18:00:00",14.9,14.9,14.9,6.9,58.51,,7.2,20.8,246.0,,0.0,,,18.5,10.2,1021.5,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/21/2020 19:00:00",14.0,14.0,14.0,7.3,64.1,,5.2,15.0,259.0,,0.0,,,18.5,10.2,1021.8,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/21/2020 20:00:00",13.7,13.7,13.7,7.3,65.37,,6.8,15.7,260.0,,0.0,,,18.5,10.2,1022.1,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/21/2020 21:00:00",13.0,13.0,13.0,7.3,68.41,,6.3,15.2,262.0,,0.0,,,18.5,0.6,1022.1,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/21/2020 22:00:00",13.0,13.0,13.0,7.1,67.56,,6.4,18.1,257.0,,0.0,,,18.5,10.2,1022.1,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/21/2020 23:00:00",12.7,12.7,12.7,7.1,68.79,,6.7,22.4,260.0,,0.0,,,6.2,0.3,1021.9,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/22/2020 00:00:00",12.5,12.5,12.5,7.5,71.68,,5.1,14.8,264.0,,0.0,,,6.2,0.0,1021.9,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/22/2020 01:00:00",12.9,12.9,12.9,7.6,69.95,,5.1,13.6,263.0,,0.0,,,6.2,0.6,1021.8,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/22/2020 02:00:00",12.7,12.7,12.7,7.3,69.85,,6.7,15.7,250.0,,0.0,,,6.2,0.6,1021.7,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/22/2020 03:00:00",13.0,13.0,13.0,7.5,69.48,,5.0,16.6,246.0,,0.0,,,6.2,0.6,1021.8,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/22/2020 04:00:00",12.9,12.9,12.9,7.5,69.92,,4.9,13.4,253.0,,0.0,,,6.2,0.6,1021.5,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/22/2020 05:00:00",13.0,13.0,13.0,8.1,72.34,,6.7,13.4,240.0,,0.0,,,6.2,76.9,1021.1,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/22/2020 06:00:00",13.0,13.0,13.0,8.3,73.32,,4.5,12.5,250.0,,0.0,,,6.2,76.9,1021.2,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/22/2020 07:00:00",13.0,13.0,13.0,8.0,71.85,,5.1,13.0,239.0,,0.0,,,9.3,77.2,1021.2,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/22/2020 08:00:00",13.5,13.5,13.5,8.3,70.97,,4.5,11.2,250.0,,0.0,,,9.3,90.3,1021.5,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/22/2020 09:00:00",14.0,14.0,14.0,8.6,70.16,,2.9,10.1,244.0,,0.0,,,9.3,77.2,1022.2,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/22/2020 10:00:00",14.9,14.9,14.9,8.8,67.14,,8.0,16.3,230.0,,0.0,,,12.3,58.0,1022.8,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/22/2020 11:00:00",15.9,15.9,15.9,8.9,62.76,,13.3,24.6,230.0,,0.0,,,12.3,29.3,1022.5,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/22/2020 12:00:00",16.6,16.6,16.6,9.0,61.05,,13.8,30.0,236.0,,0.0,,,15.4,29.3,1022.7,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/22/2020 13:00:00",17.5,17.5,17.5,8.9,56.93,,14.8,29.3,235.0,,0.0,,,18.5,29.8,1022.1,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/22/2020 14:00:00",18.1,18.1,18.1,9.0,55.63,,11.0,26.8,239.0,,0.0,,,24.6,50.5,1021.4,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/22/2020 15:00:00",18.0,18.0,18.0,9.3,56.87,,11.4,24.8,233.0,,0.0,,,24.6,48.9,1021.0,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/22/2020 16:00:00",17.9,17.9,17.9,9.0,56.19,,11.2,25.9,233.0,,0.0,,,6.2,1.1,1021.1,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/22/2020 17:00:00",16.5,16.5,16.5,8.9,60.51,,11.2,20.1,240.0,,0.0,,,30.8,77.6,1021.2,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/22/2020 18:00:00",15.5,15.5,15.5,8.2,61.51,,11.8,21.7,239.0,,0.0,,,30.8,58.5,1021.4,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/22/2020 19:00:00",15.0,15.0,15.0,8.2,63.59,,10.0,23.0,240.0,,0.0,,,18.5,77.6,1022.0,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/22/2020 20:00:00",14.2,14.2,14.2,8.0,66.44,,8.9,15.7,240.0,,0.0,,,18.5,77.6,1022.3,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/22/2020 21:00:00",14.0,14.0,14.0,8.2,67.87,,5.1,13.4,241.0,,0.0,,,18.5,48.9,1022.4,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/22/2020 22:00:00",13.9,13.9,13.9,8.1,68.28,,1.8,6.7,260.0,,0.0,,,18.5,48.9,1022.1,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Partially cloudy"
"Ljubljana","10/22/2020 23:00:00",13.7,13.7,13.7,8.1,69.19,,6.6,11.2,239.0,,0.0,,,6.2,1.1,1021.9,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/23/2020 00:00:00",13.9,13.9,13.9,8.3,69.24,,6.7,15.2,242.0,,0.0,,,6.2,0.3,1021.8,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/23/2020 01:00:00",13.9,13.9,13.9,8.5,70.06,,6.0,13.4,228.0,,0.0,,,6.2,0.3,1021.6,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/23/2020 02:00:00",13.9,13.9,13.9,9.1,73.0,,6.7,11.2,230.0,,0.0,,,6.2,0.3,1021.2,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/23/2020 03:00:00",14.3,14.3,14.3,9.5,72.65,,7.5,18.3,242.0,,0.0,,,6.2,0.3,1021.0,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/23/2020 04:00:00",14.3,14.3,14.3,9.6,73.2,,4.4,11.0,233.0,,0.0,,,6.2,0.3,1020.4,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana","10/23/2020 05:00:00",14.2,14.2,14.2,9.6,74.02,,2.2,6.7,280.0,,0.0,,,9.3,96.0,1020.3,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/23/2020 06:00:00",13.4,13.4,13.4,9.1,75.22,,1.6,4.7,348.0,,0.0,,,9.3,96.0,1020.4,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/23/2020 07:00:00",13.0,13.0,13.0,9.0,76.74,,0.7,3.1,4.0,,0.0,,,12.3,87.2,1020.0,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/23/2020 08:00:00",14.2,14.2,14.2,9.3,72.56,,4.5,11.2,260.0,,0.0,,,15.4,80.4,1019.6,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/23/2020 09:00:00",14.5,14.5,14.5,9.6,72.62,,3.8,12.1,256.0,,0.0,,,15.4,87.2,1019.6,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/23/2020 10:00:00",15.5,15.5,15.5,10.1,70.47,,7.7,18.6,240.0,,0.0,,,15.4,77.6,1019.6,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/23/2020 11:00:00",16.2,16.2,16.2,10.3,68.1,,8.8,24.6,251.0,,0.0,,,12.3,87.2,1019.6,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/23/2020 12:00:00",16.4,16.4,16.4,11.0,70.46,,8.8,23.7,255.0,,0.0,,,12.3,96.8,1019.7,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/23/2020 13:00:00",16.4,16.4,16.4,11.1,70.94,,8.6,19.5,253.0,,0.0,,,12.3,86.7,1019.5,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/23/2020 14:00:00",16.7,16.7,16.7,11.3,70.49,,6.7,13.4,241.0,,0.0,,,15.4,80.3,1019.2,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/23/2020 15:00:00",16.9,16.9,16.9,11.3,69.71,,4.1,16.3,265.0,,0.0,,,15.4,87.2,1018.7,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Overcast"
"Ljubljana","10/23/2020 16:00:00",17.4,17.4,17.4,11.1,66.65,,6.3,16.1,244.0,,0.0,,,6.2,1.1,1018.2,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
